0.8 0.904762 0 0
0.85 0.909091 0 0
0.9 0.898734 0 0
0.8 0.214286 0.004 0.00735334
0.85 0.181818 0.004 0.00735334
0.9 0.113924 0.004 0.00735334
0.8 0.261905 0.008 0.0189125
0.85 0.254545 0.008 0.0189125
0.9 0.21519 0.008 0.0189125
0.8 0.904762 0 0
0.85 0.909091 0 0
0.9 0.898734 0 0
0.8 0.357143 0.004 0.00564389
0.85 0.345455 0.004 0.00564389
0.9 0.329114 0.004 0.00564389
0.8 0.190476 0.008 0.0160091
0.85 0.163636 0.008 0.0160091
0.9 0.101266 0.008 0.0160091
0.8 0.904762 0 0
0.85 0.909091 0 0
0.9 0.898734 0 0
0.8 0.380952 0.004 0.00591523
0.85 0.381818 0.004 0.00591523
0.9 0.379747 0.004 0.00591523
0.8 0.214286 0.008 0.0139469
0.85 0.181818 0.008 0.0139469
0.9 0.126582 0.008 0.0139469
0.8 0.904762 0 0
0.85 0.909091 0 0
0.9 0.898734 0 0
0.8 0.380952 0.004 0.00504694
0.85 0.363636 0.004 0.00504694
0.9 0.367089 0.004 0.00504694
0.8 0.261905 0.008 0.0136485
0.85 0.254545 0.008 0.0136485
0.9 0.227848 0.008 0.0136485
0.8 0.904762 0 0
0.85 0.909091 0 0
0.9 0.898734 0 0
0.8 0.309524 0.004 0.00572529
0.85 0.309091 0.004 0.00572529
0.9 0.265823 0.004 0.00572529
0.8 0.119048 0.008 0.0170945
0.85 0.0909091 0.008 0.0170945
0.9 0.0253165 0.008 0.0170945
0.8 0.261905 0.01 0.0220058
0.85 0.272727 0.01 0.0220058
0.9 0.253165 0.01 0.0220058
0.8 0.047619 0.04 0.0723938
0.85 0.0181818 0.04 0.0723938
0.9 -0.0506329 0.04 0.0723938
0.8 0.047619 0.07 0.12715
0.85 0 0.07 0.12715
0.9 -0.05 0.07 0.12715
0.8 -0.047619 0.1 0.191567
0.85 -0.0909091 0.1 0.191567
0.9 -0.139241 0.1 0.191567
0.8 -0.0232558 0.13 0.246676
0.85 -0.0526316 0.13 0.246676
0.9 -0.0697674 0.13 0.246676
0.8 -0.0238095 0.16 0.272996
0.85 -0.0740741 0.16 0.272996
0.9 -0.126582 0.16 0.272996
0.8 -0.047619 0.19 0.321186
0.85 -0.0727273 0.19 0.321186
0.9 -0.125 0.19 0.321186
0.8 -0.0714286 0.22 0.387692
0.85 -0.109091 0.22 0.387692
0.9 -0.148148 0.22 0.387692
0.8 -0.119048 0.25 0.457834
0.85 -0.125 0.25 0.457834
0.9 -0.156627 0.25 0.457834
0.8 -0.0714286 0.28 0.436371
0.85 -0.12963 0.28 0.436371
0.9 -0.164557 0.28 0.436371
0.8 -0.119048 0.31 0.532588
0.85 -0.142857 0.31 0.532588
0.9 -0.166667 0.31 0.532588
0.8 0.261905 0.01 0.0168774
0.85 0.272727 0.01 0.0168774
0.9 0.253165 0.01 0.0168774
0.8 0.0714286 0.04 0.0730721
0.85 0.0363636 0.04 0.0730721
0.9 -0.0379747 0.04 0.0730721
0.8 0.0238095 0.07 0.121072
0.85 -0.0181818 0.07 0.121072
0.9 -0.0625 0.07 0.121072
0.8 -0.0238095 0.1 0.185489
0.85 -0.0545455 0.1 0.185489
0.9 -0.1125 0.1 0.185489
0.8 -0.0465116 0.13 0.261139
0.85 -0.0892857 0.13 0.261139
0.9 -0.107143 0.13 0.261139
0.8 -0.0232558 0.16 0.270934
0.85 -0.0714286 0.16 0.270934
0.9 -0.120482 0.16 0.270934
0.8 -0.0952381 0.19 0.319965
0.85 -0.107143 0.19 0.319965
0.9 -0.105882 0.19 0.319965
0.8 -0.047619 0.22 0.366663
0.85 -0.0909091 0.22 0.366663
0.9 -0.135802 0.22 0.366663
0.8 -0.0952381 0.25 0.414256
0.85 -0.127273 0.25 0.414256
0.9 -0.158537 0.25 0.414256
0.8 -0.0697674 0.28 0.457861
0.85 -0.0877193 0.28 0.457861
0.9 -0.117647 0.28 0.457861
0.8 -0.0952381 0.31 0.52092
0.85 -0.107143 0.31 0.52092
0.9 -0.13253 0.31 0.52092
0.8 0.261905 0.01 0.0178814
0.85 0.254545 0.01 0.0178814
0.9 0.227848 0.01 0.0178814
