0.7 0.863636 0 0
0.74 0.875 0 0
0.78 0.888889 0 0
0.82 0.903226 0 0
0.86 0.891892 0 0
0.9 0.911111 0 0
0.94 0.924242 0 0
0.7 0.285714 0.05 0.0967051
0.74 0.333333 0.05 0.0967051
0.78 0.333333 0.05 0.0967051
0.82 0.354839 0.05 0.0967051
0.86 0.361111 0.05 0.0967051
0.9 0.377778 0.05 0.0967051
0.94 0.367647 0.05 0.0967051
0.7 0.190476 0.1 0.200931
0.74 0.25 0.1 0.200931
0.78 0.222222 0.1 0.200931
0.82 0.233333 0.1 0.200931
0.86 0.25 0.1 0.200931
0.9 0.25 0.1 0.200931
0.94 0.253731 0.1 0.200931
0.7 0.190476 0.15 0.275699
0.74 0.173913 0.15 0.275699
0.78 0.192308 0.15 0.275699
0.82 0.166667 0.15 0.275699
0.86 0.194444 0.15 0.275699
0.9 0.152174 0.15 0.275699
0.94 0.140845 0.15 0.275699
0.7 0.142857 0.2 0.360828
0.74 0.130435 0.2 0.360828
0.78 0.153846 0.2 0.360828
0.82 0.137931 0.2 0.360828
0.86 0.114286 0.2 0.360828
0.9 0.0666667 0.2 0.360828
0.94 0.0810811 0.2 0.360828
0.7 0.863636 0 0
0.74 0.875 0 0
0.78 0.888889 0 0
0.82 0.903226 0 0
0.86 0.891892 0 0
0.9 0.911111 0 0
0.94 0.924242 0 0
0.7 0.238095 0.05 0.0961967
0.74 0.25 0.05 0.0961967
0.78 0.259259 0.05 0.0961967
0.82 0.258065 0.05 0.0961967
0.86 0.25 0.05 0.0961967
0.9 0.288889 0.05 0.0961967
0.94 0.3 0.05 0.0961967
0.7 0.190476 0.1 0.182977
0.74 0.25 0.1 0.182977
0.78 0.222222 0.1 0.182977
0.82 0.225806 0.1 0.182977
0.86 0.189189 0.1 0.182977
0.9 0.125 0.1 0.182977
0.94 0.0769231 0.1 0.182977
0.7 0.190476 0.15 0.280647
0.74 0.208333 0.15 0.280647
0.78 0.222222 0.15 0.280647
0.82 0.225806 0.15 0.280647
0.86 0.166667 0.15 0.280647
0.9 0.12766 0.15 0.280647
0.94 0.0933333 0.15 0.280647
0.7 0.142857 0.2 0.366891
0.74 0.130435 0.2 0.366891
0.78 0.153846 0.2 0.366891
0.82 0.137931 0.2 0.366891
0.86 0.114286 0.2 0.366891
0.9 0.0869565 0.2 0.366891
0.94 0.0675676 0.2 0.366891
0.7 0.863636 0 0
0.74 0.875 0 0
0.78 0.888889 0 0
0.82 0.903226 0 0
0.86 0.891892 0 0
0.9 0.911111 0 0
0.94 0.924242 0 0
0.7 0.285714 0.05 0.0965797
0.74 0.291667 0.05 0.0965797
0.78 0.296296 0.05 0.0965797
0.82 0.290323 0.05 0.0965797
0.86 0.305556 0.05 0.0965797
0.9 0.311111 0.05 0.0965797
0.94 0.343284 0.05 0.0965797
0.7 0.238095 0.1 0.186399
0.74 0.25 0.1 0.186399
0.78 0.259259 0.1 0.186399
0.82 0.233333 0.1 0.186399
0.86 0.25 0.1 0.186399
0.9 0.266667 0.1 0.186399
0.94 0.246377 0.1 0.186399
0.7 0.190476 0.15 0.2875
0.74 0.217391 0.15 0.2875
0.78 0.192308 0.15 0.2875
0.82 0.233333 0.15 0.2875
0.86 0.222222 0.15 0.2875
0.9 0.195652 0.15 0.2875
0.94 0.191781 0.15 0.2875
0.7 0.190476 0.2 0.354473
0.74 0.173913 0.2 0.354473
0.78 0.153846 0.2 0.354473
0.82 0.166667 0.2 0.354473
0.86 0.138889 0.2 0.354473
0.9 0.125 0.2 0.354473
0.94 0.106667 0.2 0.354473
0.7 0.863636 0 0
0.74 0.875 0 0
0.78 0.888889 0 0
0.82 0.903226 0 0
0.86 0.891892 0 0
0.9 0.911111 0 0
0.94 0.924242 0 0
0.7 0.318182 0.05 0.100336
0.74 0.333333 0.05 0.100336
0.78 0.333333 0.05 0.100336
0.82 0.322581 0.05 0.100336
0.86 0.333333 0.05 0.100336
0.9 0.355556 0.05 0.100336
0.94 0.38806 0.05 0.100336
0.7 0.238095 0.1 0.188842
0.74 0.217391 0.1 0.188842
0.78 0.230769 0.1 0.188842
0.82 0.233333 0.1 0.188842
0.86 0.25 0.1 0.188842
0.9 0.244444 0.1 0.188842
0.94 0.253521 0.1 0.188842
0.7 0.190476 0.15 0.278838
0.74 0.217391 0.15 0.278838
0.78 0.192308 0.15 0.278838
0.82 0.2 0.15 0.278838
0.86 0.222222 0.15 0.278838
0.9 0.191489 0.15 0.278838
0.94 0.171053 0.15 0.278838
0.7 0.15 0.2 0.364507
0.74 0.173913 0.2 0.364507
0.78 0.153846 0.2 0.364507
0.82 0.137931 0.2 0.364507
0.86 0.114286 0.2 0.364507
0.9 0.0638298 0.2 0.364507
0.94 0.0512821 0.2 0.364507
0.7 0.863636 0 0
0.74 0.875 0 0
0.78 0.888889 0 0
0.82 0.903226 0 0
0.86 0.891892 0 0
0.9 0.911111 0 0
0.94 0.924242 0 0
0.7 0.285714 0.05 0.0937969
0.74 0.291667 0.05 0.0937969
0.78 0.296296 0.05 0.0937969
0.82 0.290323 0.05 0.0937969
0.86 0.305556 0.05 0.0937969
0.9 0.311111 0.05 0.0937969
0.94 0.367647 0.05 0.0937969
0.7 0.190476 0.1 0.188342
0.74 0.25 0.1 0.188342
0.78 0.222222 0.1 0.188342
0.82 0.258065 0.1 0.188342
0.86 0.25 0.1 0.188342
0.9 0.266667 0.1 0.188342
0.94 0.26087 0.1 0.188342
0.7 0.190476 0.15 0.280514
0.74 0.173913 0.15 0.280514
0.78 0.192308 0.15 0.280514
0.82 0.2 0.15 0.280514
0.86 0.2 0.15 0.280514
0.9 0.2 0.15 0.280514
0.94 0.183099 0.15 0.280514
0.7 0.190476 0.2 0.369316
0.74 0.173913 0.2 0.369316
0.78 0.192308 0.2 0.369316
0.82 0.137931 0.2 0.369316
0.86 0.142857 0.2 0.369316
0.9 0.0888889 0.2 0.369316
0.94 0.056338 0.2 0.369316
